,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.1925,0.3335,0.4388,0.6825,0.8267,0.8027,0.2225,0.3685,0.4717,0.6156,0.7879,0.7558
DecisionTreeRegressor,0.3345,0.4282,0.5784,0.4483,0.7306,0.7104,0.2545,0.3816,0.5044,0.5603,0.7647,0.7308
RandomForestRegressor,0.1824,0.3256,0.4271,0.6991,0.8362,0.8129,0.2084,0.3601,0.4565,0.6399,0.8026,0.7775
GradientBoostingRegressor,0.1918,0.3298,0.4380,0.6836,0.8272,0.8034,0.2198,0.3670,0.4688,0.6203,0.7907,0.7600
AdaBoostRegressor,0.2088,0.3541,0.4570,0.6556,0.8141,0.7895,0.2335,0.3933,0.4832,0.5965,0.7869,0.7655
XGBRegressor,0.2097,0.3468,0.4579,0.6542,0.8112,0.7853,0.2110,0.3642,0.4594,0.6354,0.7998,0.7722
ExtraTreesRegressor,0.1852,0.3257,0.4303,0.6946,0.8335,0.8086,0.2077,0.3588,0.4558,0.6411,0.8036,0.7827
LinearRegression,0.1950,0.3454,0.4416,0.6784,0.8237,0.8093,0.2384,0.3964,0.4882,0.5881,0.7707,0.7549
KNeighborsRegressor,0.2010,0.3387,0.4483,0.6685,0.8209,0.7891,0.2151,0.3569,0.4638,0.6283,0.7964,0.7640
SVR,0.1911,0.3247,0.4371,0.6849,0.8282,0.8076,0.2046,0.3503,0.4523,0.6465,0.8048,0.7767
MLPRegressor,0.4298,0.5089,0.6556,0.2912,0.6675,0.6444,0.4520,0.5340,0.6723,0.2189,0.6135,0.5984
