,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.4258,0.5183,0.6525,0.3418,0.5871,0.6176,0.4114,0.5330,0.6414,0.3006,0.5705,0.5207
DecisionTreeRegressor,0.5392,0.5682,0.7343,0.1664,0.5663,0.6327,0.3612,0.5191,0.6010,0.3859,0.6533,0.2558
RandomForestRegressor,0.3873,0.4903,0.6224,0.4012,0.6397,0.6811,0.2601,0.4382,0.5100,0.5578,0.7493,0.4099
GradientBoostingRegressor,0.4612,0.5151,0.6791,0.2870,0.5628,0.6382,0.2631,0.4337,0.5130,0.5527,0.7437,0.4759
AdaBoostRegressor,0.3676,0.4787,0.6063,0.4318,0.6663,0.6899,0.2067,0.3890,0.4546,0.6486,0.8058,0.4979
XGBRegressor,0.5700,0.5576,0.7550,0.1189,0.4957,0.5726,0.2734,0.4304,0.5229,0.5351,0.7410,0.4484
ExtraTreesRegressor,0.4541,0.5547,0.6739,0.2980,0.5521,0.5735,0.2268,0.3935,0.4762,0.6145,0.7870,0.5420
LinearRegression,0.8905,0.7452,0.9437,-0.3766,0.3748,0.3863,0.4708,0.5412,0.6861,0.1996,0.6211,0.4512
KNeighborsRegressor,0.4808,0.5548,0.6934,0.2567,0.5355,0.5297,0.3906,0.5027,0.6250,0.3360,0.6023,0.5970
SVR,0.5416,0.5999,0.7360,0.1627,0.4400,0.4686,0.3402,0.5072,0.5833,0.4216,0.6587,0.5585
MLPRegressor,1.8152,1.0938,1.3473,-1.8060,0.2091,0.1540,1.4387,1.0264,1.1995,-1.4458,-0.1837,-0.1128
