,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.4780,0.5329,0.6914,0.2611,0.5148,0.5713,0.4231,0.5350,0.6505,0.2807,0.5953,0.4766
DecisionTreeRegressor,0.8717,0.6916,0.9336,-0.3475,0.2908,0.4001,0.2850,0.4554,0.5338,0.5155,0.7208,0.4209
RandomForestRegressor,0.4143,0.5114,0.6437,0.3595,0.6060,0.6747,0.2604,0.4210,0.5103,0.5573,0.7480,0.4044
GradientBoostingRegressor,0.5017,0.5393,0.7083,0.2245,0.5259,0.5728,0.3122,0.4050,0.5588,0.4692,0.6981,0.4099
AdaBoostRegressor,0.4786,0.5241,0.6918,0.2602,0.5355,0.6994,0.2443,0.3853,0.4943,0.5847,0.7648,0.3989
XGBRegressor,0.5769,0.5567,0.7595,0.1082,0.4566,0.5193,0.2805,0.4082,0.5297,0.5231,0.7239,0.4374
ExtraTreesRegressor,0.5292,0.5815,0.7274,0.1820,0.4639,0.5474,0.2490,0.3805,0.4990,0.5767,0.7610,0.4099
LinearRegression,0.5459,0.6196,0.7388,0.1562,0.5039,0.5380,0.3545,0.4316,0.5954,0.3973,0.6681,0.5007
KNeighborsRegressor,0.5613,0.5908,0.7492,0.1324,0.4288,0.4183,0.3562,0.4865,0.5969,0.3944,0.6594,0.4649
SVR,0.6415,0.6651,0.8009,0.0083,0.3131,0.3536,0.2922,0.4570,0.5405,0.5033,0.7550,0.4374
MLPRegressor,2.1402,1.1249,1.4629,-2.3084,0.1999,0.1120,1.1124,0.8671,1.0547,-0.8910,0.4056,0.2889
