,Feature,Importance
0,MaxAbsEStateIndex,0
1,MaxEStateIndex,0
2,MinAbsEStateIndex,6
3,MinEStateIndex,5
4,qed,8
5,SPS,6
6,MolWt,0
7,HeavyAtomMolWt,0
8,ExactMolWt,0
9,NumValenceElectrons,0
10,NumRadicalElectrons,0
11,MaxPartialCharge,2
12,MinPartialCharge,2
13,MaxAbsPartialCharge,0
14,MinAbsPartialCharge,0
15,FpDensityMorgan1,2
16,FpDensityMorgan2,4
17,FpDensityMorgan3,0
18,BCUT2D_MWHI,1
19,BCUT2D_MWLOW,12
20,BCUT2D_CHGHI,4
21,BCUT2D_CHGLO,1
22,BCUT2D_LOGPHI,6
23,BCUT2D_LOGPLOW,11
24,BCUT2D_MRHI,2
25,BCUT2D_MRLOW,0
26,AvgIpc,4
27,BalabanJ_x,5
28,BertzCT_x,0
29,Chi0,0
30,Chi0n,0
31,Chi0v,0
32,Chi1,0
33,Chi1n,0
34,Chi1v,0
35,Chi2n,0
36,Chi2v,0
37,Chi3n,1
38,Chi3v,0
39,Chi4n,0
40,Chi4v,0
41,HallKierAlpha,0
42,Ipc,0
43,Kappa1,0
44,Kappa2,0
45,Kappa3,0
46,LabuteASA_x,0
47,PEOE_VSA1,0
48,PEOE_VSA10,0
49,PEOE_VSA11,0
50,PEOE_VSA12,0
51,PEOE_VSA13,0
52,PEOE_VSA14,0
53,PEOE_VSA2,1
54,PEOE_VSA3,0
55,PEOE_VSA4,0
56,PEOE_VSA5,0
57,PEOE_VSA6,26
58,PEOE_VSA7,1
59,PEOE_VSA8,9
60,PEOE_VSA9,1
61,SMR_VSA1,0
62,SMR_VSA10,0
63,SMR_VSA2,0
64,SMR_VSA3,2
65,SMR_VSA4,4
66,SMR_VSA5,0
67,SMR_VSA6,0
68,SMR_VSA7,0
69,SMR_VSA8,0
70,SMR_VSA9,0
71,SlogP_VSA1,0
72,SlogP_VSA10,0
73,SlogP_VSA11,0
74,SlogP_VSA12,0
75,SlogP_VSA2,1
76,SlogP_VSA3,0
77,SlogP_VSA4,0
78,SlogP_VSA5,0
79,SlogP_VSA6,0
80,SlogP_VSA7,0
81,SlogP_VSA8,0
82,SlogP_VSA9,0
83,TPSA_x,1
84,EState_VSA1,1
85,EState_VSA10,0
86,EState_VSA11,1
87,EState_VSA2,0
88,EState_VSA3,1
89,EState_VSA4,1
90,EState_VSA5,1
91,EState_VSA6,2
92,EState_VSA7,3
93,EState_VSA8,1
94,EState_VSA9,7
95,VSA_EState1,2
96,VSA_EState10,0
97,VSA_EState2,1
98,VSA_EState3,6
99,VSA_EState4,6
100,VSA_EState5,1
101,VSA_EState6,1
102,VSA_EState7,2
103,VSA_EState8,0
104,VSA_EState9,0
105,FractionCSP3_x,0
106,HeavyAtomCount,0
107,NHOHCount,0
108,NOCount,0
109,NumAliphaticCarbocycles,0
110,NumAliphaticHeterocycles,0
111,NumAliphaticRings,0
112,NumAmideBonds,0
113,NumAromaticCarbocycles,0
114,NumAromaticHeterocycles,0
115,NumAromaticRings,0
116,NumAtomStereoCenters,0
117,NumBridgeheadAtoms,0
118,NumHAcceptors,0
119,NumHDonors,0
120,NumHeteroatoms,0
121,NumHeterocycles,0
122,NumRotatableBonds,7
123,NumSaturatedCarbocycles,0
124,NumSaturatedHeterocycles,0
125,NumSaturatedRings,0
126,NumSpiroAtoms,0
127,NumUnspecifiedAtomStereoCenters,0
128,Phi,1
129,RingCount_x,0
130,MolLogP,71
131,MolMR,0
132,fr_Al_COO,0
133,fr_Al_OH,0
134,fr_Al_OH_noTert,0
135,fr_ArN,0
136,fr_Ar_COO,0
137,fr_Ar_N,0
138,fr_Ar_NH,0
139,fr_Ar_OH,0
140,fr_COO,0
141,fr_COO2,0
142,fr_C_O,0
143,fr_C_O_noCOO,0
144,fr_C_S,0
145,fr_HOCCN,0
146,fr_Imine,0
147,fr_NH0,1
148,fr_NH1,0
149,fr_NH2,0
150,fr_N_O,0
151,fr_Ndealkylation1,0
152,fr_Ndealkylation2,0
153,fr_Nhpyrrole,0
154,fr_SH,0
155,fr_aldehyde,0
156,fr_alkyl_carbamate,0
157,fr_alkyl_halide,0
158,fr_allylic_oxid,0
159,fr_amide,0
160,fr_amidine,0
161,fr_aniline,0
162,fr_aryl_methyl,0
163,fr_azide,0
164,fr_azo,0
165,fr_barbitur,0
166,fr_benzene,0
167,fr_benzodiazepine,0
168,fr_bicyclic,0
169,fr_diazo,0
170,fr_dihydropyridine,0
171,fr_epoxide,0
172,fr_ester,0
173,fr_ether,0
174,fr_furan,0
175,fr_guanido,0
176,fr_halogen,0
177,fr_hdrzine,0
178,fr_hdrzone,0
179,fr_imidazole,0
180,fr_imide,0
181,fr_isocyan,0
182,fr_isothiocyan,0
183,fr_ketone,0
184,fr_ketone_Topliss,0
185,fr_lactam,0
186,fr_lactone,0
187,fr_methoxy,1
188,fr_morpholine,0
189,fr_nitrile,0
190,fr_nitro,0
191,fr_nitro_arom,0
192,fr_nitro_arom_nonortho,0
193,fr_nitroso,0
194,fr_oxazole,0
195,fr_oxime,0
196,fr_para_hydroxylation,0
197,fr_phenol,0
198,fr_phenol_noOrthoHbond,0
199,fr_phos_acid,0
200,fr_phos_ester,0
201,fr_piperdine,1
202,fr_piperzine,0
203,fr_priamide,0
204,fr_prisulfonamd,0
205,fr_pyridine,0
206,fr_quatN,0
207,fr_sulfide,0
208,fr_sulfonamd,0
209,fr_sulfone,0
210,fr_term_acetylene,0
211,fr_tetrazole,0
212,fr_thiazole,0
213,fr_thiocyan,0
214,fr_thiophene,0
215,fr_unbrch_alkane,0
216,fr_urea,0
217,AcidicGroupCount,0
218,BasicGroupCount,0
219,AdjacencyMatrix,0
220,AdjacencyMatrix.1,3
221,AdjacencyMatrix.2,2
222,AdjacencyMatrix.3,0
223,AdjacencyMatrix.4,2
224,AdjacencyMatrix.5,0
225,AdjacencyMatrix.6,2
226,AdjacencyMatrix.7,1
227,AdjacencyMatrix.8,0
228,AdjacencyMatrix.9,3
229,AdjacencyMatrix.10,4
230,AdjacencyMatrix.11,0
231,AromaticAtomsCount,0
232,AromaticBondsCount,0
233,AtomCount,0
234,AtomCount.1,0
235,AtomCount.2,0
236,AtomCount.3,0
237,AtomCount.4,0
238,AtomCount.5,0
239,AtomCount.6,0
240,AtomCount.7,0
241,AtomCount.8,0
242,AtomCount.9,0
243,AtomCount.10,0
244,AtomCount.11,0
245,AtomCount.12,0
246,AtomCount.13,0
247,AtomCount.14,0
248,AtomCount.15,0
249,AtomCount.16,0
250,ATS,0
251,ATS.1,0
252,ATS.2,0
253,ATS.3,0
254,ATS.4,0
255,ATS.5,0
256,ATS.6,0
257,ATS.7,0
258,ATS.8,0
259,ATS.9,0
260,ATS.10,0
261,ATS.11,0
262,ATS.12,0
263,ATS.13,0
264,ATS.14,0
265,ATS.15,2
266,ATS.16,0
267,ATS.17,1
268,ATS.18,0
269,ATS.19,0
270,ATS.20,0
271,ATS.21,0
272,ATS.22,1
273,ATS.23,0
274,ATS.24,0
275,ATS.25,0
276,ATS.26,0
277,ATS.27,0
278,ATS.28,0
279,ATS.29,0
280,ATS.30,0
281,ATS.31,1
282,ATS.32,0
283,ATS.33,0
284,ATS.34,0
285,ATS.35,0
286,ATS.36,0
287,ATS.37,0
288,ATS.38,0
289,ATS.39,0
290,ATS.40,2
291,ATS.41,0
292,ATS.42,0
293,ATS.43,0
294,ATS.44,0
295,ATS.45,0
296,ATS.46,0
297,ATS.47,0
298,ATS.48,0
299,ATS.49,0
300,ATS.50,0
301,ATS.51,0
302,ATS.52,0
303,ATS.53,1
304,ATS.54,0
305,ATS.55,0
306,ATS.56,0
307,ATS.57,0
308,ATS.58,0
309,ATS.59,0
310,ATS.60,0
311,ATS.61,0
312,ATS.62,4
313,ATS.63,0
314,ATS.64,0
315,ATS.65,0
316,ATS.66,0
317,ATS.67,0
318,ATS.68,0
319,ATS.69,0
320,ATS.70,0
321,ATS.71,0
