,Feature,Importance
0,MaxAbsEStateIndex,0.00011256573679590261
1,MaxEStateIndex,0.0001411894543362216
2,MinAbsEStateIndex,0.0002936210385000959
3,MinEStateIndex,0.00012882324889064537
4,qed,0.0005895311986462904
5,SPS,0.0001474441121326362
6,MolWt,1.6316920313456774e-05
7,HeavyAtomMolWt,0.0001704843978749782
8,ExactMolWt,2.697185213821268e-06
9,NumValenceElectrons,2.7849457559959086e-05
10,NumRadicalElectrons,0.0
11,MaxPartialCharge,6.434515644084014e-05
12,MinPartialCharge,0.0002742516468249048
13,MaxAbsPartialCharge,0.00012921567752253324
14,MinAbsPartialCharge,0.00014325178922730097
15,FpDensityMorgan1,0.00024068108749042357
16,FpDensityMorgan2,0.00011082198122598004
17,FpDensityMorgan3,0.0001768548581452949
18,BCUT2D_MWHI,1.677793632934596e-05
19,BCUT2D_MWLOW,0.00015837785530386814
20,BCUT2D_CHGHI,0.00038785100069585503
21,BCUT2D_CHGLO,0.000631231174360044
22,BCUT2D_LOGPHI,0.000189608738156059
23,BCUT2D_LOGPLOW,0.0008457638320327403
24,BCUT2D_MRHI,3.2367228481986684e-05
25,BCUT2D_MRLOW,0.0003519379921031692
26,AvgIpc,0.0005083088796884377
27,BalabanJ_x,0.00029643094030083083
28,BertzCT_x,4.155853168957681e-05
29,Chi0,1.8651882941524694e-05
30,Chi0n,8.551237202651551e-05
31,Chi0v,0.00014520927486602614
32,Chi1,4.775915931760226e-05
33,Chi1n,1.0264007483326452e-05
34,Chi1v,3.890840120239067e-06
35,Chi2n,7.474947117775434e-06
36,Chi2v,3.7850139959241432e-06
37,Chi3n,1.4038381683323233e-05
38,Chi3v,6.218064183757539e-05
39,Chi4n,1.1180438510522642e-05
40,Chi4v,0.00012359752100569234
41,HallKierAlpha,0.0003433360471924089
42,Ipc,0.00010804363695693734
43,Kappa1,4.373901013391322e-05
44,Kappa2,0.00033288392250321256
45,Kappa3,0.00013364717875905582
46,LabuteASA_x,1.966046346304723e-05
47,PEOE_VSA1,2.757441743204605e-05
48,PEOE_VSA10,5.826071122845823e-05
49,PEOE_VSA11,0.0002334024296581393
50,PEOE_VSA12,0.0016933113680234623
51,PEOE_VSA13,0.0003425234339006507
52,PEOE_VSA14,3.727735071477359e-05
53,PEOE_VSA2,0.00017428935922043836
