,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.1343,0.2704,0.3664,0.7844,0.8857,0.8638,0.2128,0.3299,0.4613,0.6637,0.8150,0.7953
DecisionTreeRegressor,0.2730,0.3813,0.5225,0.5617,0.7823,0.7567,0.2369,0.3482,0.4867,0.6257,0.7944,0.7716
RandomForestRegressor,0.1371,0.2717,0.3703,0.7799,0.8832,0.8632,0.2103,0.3273,0.4586,0.6677,0.8174,0.7972
GradientBoostingRegressor,0.1373,0.2753,0.3705,0.7796,0.8829,0.8580,0.2198,0.3344,0.4688,0.6527,0.8085,0.7848
AdaBoostRegressor,0.1947,0.3469,0.4413,0.6873,0.8454,0.8143,0.2570,0.3936,0.5069,0.5939,0.7841,0.7686
XGBRegressor,0.1538,0.2888,0.3922,0.7531,0.8690,0.8492,0.2130,0.3304,0.4616,0.6634,0.8152,0.7946
ExtraTreesRegressor,0.1398,0.2704,0.3739,0.7755,0.8808,0.8643,0.2080,0.3253,0.4561,0.6713,0.8196,0.8006
LinearRegression,0.1384,0.2781,0.3720,0.7778,0.8819,0.8584,0.2265,0.3460,0.4759,0.6421,0.8022,0.7790
KNeighborsRegressor,0.1619,0.2929,0.4024,0.7400,0.8634,0.8420,0.2159,0.3269,0.4647,0.6588,0.8141,0.7959
SVR,0.1320,0.2663,0.3634,0.7880,0.8880,0.8659,0.2125,0.3283,0.4610,0.6642,0.8161,0.7974
MLPRegressor,0.1395,0.2783,0.3735,0.7760,0.8845,0.8617,0.2235,0.3391,0.4728,0.6468,0.8100,0.7873
