,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.1289,0.2628,0.3590,0.7931,0.8906,0.8705,0.2025,0.3193,0.4500,0.6800,0.8248,0.8054
DecisionTreeRegressor,0.2660,0.3757,0.5158,0.5729,0.7855,0.7609,0.2333,0.3431,0.4830,0.6314,0.7980,0.7836
RandomForestRegressor,0.1331,0.2649,0.3648,0.7864,0.8868,0.8685,0.2032,0.3203,0.4508,0.6789,0.8241,0.8055
GradientBoostingRegressor,0.1309,0.2674,0.3619,0.7898,0.8887,0.8668,0.2073,0.3236,0.4553,0.6724,0.8204,0.7968
AdaBoostRegressor,0.1760,0.3302,0.4196,0.7173,0.8599,0.8303,0.2357,0.3743,0.4855,0.6275,0.8029,0.7783
XGBRegressor,0.1455,0.2771,0.3814,0.7664,0.8764,0.8573,0.2061,0.3186,0.4540,0.6743,0.8219,0.8035
ExtraTreesRegressor,0.1353,0.2655,0.3678,0.7828,0.8849,0.8682,0.2036,0.3212,0.4512,0.6782,0.8238,0.8043
LinearRegression,0.1313,0.2695,0.3623,0.7892,0.8884,0.8658,0.2168,0.3358,0.4657,0.6573,0.8116,0.7876
KNeighborsRegressor,0.1566,0.2879,0.3957,0.7485,0.8678,0.8452,0.2062,0.3181,0.4541,0.6742,0.8235,0.8048
SVR,0.1269,0.2577,0.3563,0.7962,0.8925,0.8739,0.2011,0.3162,0.4484,0.6823,0.8270,0.8104
MLPRegressor,0.1649,0.3026,0.4061,0.7352,0.8605,0.8430,0.2155,0.3315,0.4642,0.6595,0.8150,0.7924
