,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.1294,0.2622,0.3597,0.7922,0.8901,0.8722,0.2013,0.3175,0.4487,0.6819,0.8260,0.8089
DecisionTreeRegressor,0.2726,0.3816,0.5221,0.5624,0.7830,0.7588,0.2326,0.3445,0.4823,0.6324,0.7984,0.7792
RandomForestRegressor,0.1315,0.2638,0.3626,0.7889,0.8882,0.8708,0.2023,0.3187,0.4498,0.6803,0.8249,0.8081
GradientBoostingRegressor,0.1296,0.2650,0.3600,0.7919,0.8899,0.8692,0.2033,0.3208,0.4509,0.6787,0.8242,0.8020
AdaBoostRegressor,0.1687,0.3230,0.4108,0.7291,0.8633,0.8327,0.2324,0.3689,0.4821,0.6328,0.8035,0.7744
XGBRegressor,0.1463,0.2796,0.3825,0.7651,0.8757,0.8568,0.2008,0.3132,0.4481,0.6827,0.8268,0.8115
ExtraTreesRegressor,0.1319,0.2628,0.3632,0.7882,0.8878,0.8706,0.1995,0.3170,0.4466,0.6848,0.8276,0.8106
LinearRegression,0.1269,0.2640,0.3562,0.7963,0.8925,0.8720,0.2104,0.3289,0.4587,0.6676,0.8177,0.7973
KNeighborsRegressor,0.1633,0.2935,0.4041,0.7378,0.8614,0.8370,0.2123,0.3271,0.4608,0.6644,0.8175,0.7961
SVR,0.1307,0.2608,0.3616,0.7901,0.8891,0.8730,0.2030,0.3172,0.4506,0.6792,0.8247,0.8098
MLPRegressor,0.2061,0.3397,0.4539,0.6691,0.8320,0.8089,0.2512,0.3549,0.5012,0.6031,0.7881,0.7700
