,Feature,Importance
888,Morgan_fp_888,0
889,Morgan_fp_889,0
890,Morgan_fp_890,0
891,Morgan_fp_891,0
892,Morgan_fp_892,0
893,Morgan_fp_893,4
894,Morgan_fp_894,0
895,Morgan_fp_895,0
896,Morgan_fp_896,0
897,Morgan_fp_897,0
898,Morgan_fp_898,0
899,Morgan_fp_899,0
900,Morgan_fp_900,0
901,Morgan_fp_901,0
902,Morgan_fp_902,0
903,Morgan_fp_903,0
904,Morgan_fp_904,0
905,Morgan_fp_905,0
906,Morgan_fp_906,0
907,Morgan_fp_907,0
908,Morgan_fp_908,0
909,Morgan_fp_909,0
910,Morgan_fp_910,0
911,Morgan_fp_911,0
912,Morgan_fp_912,0
913,Morgan_fp_913,0
914,Morgan_fp_914,4
915,Morgan_fp_915,0
916,Morgan_fp_916,0
917,Morgan_fp_917,0
918,Morgan_fp_918,0
919,Morgan_fp_919,0
920,Morgan_fp_920,0
921,Morgan_fp_921,0
922,Morgan_fp_922,0
923,Morgan_fp_923,0
924,Morgan_fp_924,0
925,Morgan_fp_925,0
926,Morgan_fp_926,0
927,Morgan_fp_927,0
928,Morgan_fp_928,0
929,Morgan_fp_929,0
930,Morgan_fp_930,0
931,Morgan_fp_931,0
932,Morgan_fp_932,0
933,Morgan_fp_933,0
934,Morgan_fp_934,3
935,Morgan_fp_935,0
936,Morgan_fp_936,0
937,Morgan_fp_937,0
938,Morgan_fp_938,0
939,Morgan_fp_939,0
940,Morgan_fp_940,0
941,Morgan_fp_941,0
942,Morgan_fp_942,0
943,Morgan_fp_943,0
944,Morgan_fp_944,0
945,Morgan_fp_945,0
946,Morgan_fp_946,0
947,Morgan_fp_947,0
948,Morgan_fp_948,0
949,Morgan_fp_949,0
950,Morgan_fp_950,1
951,Morgan_fp_951,0
952,Morgan_fp_952,0
953,Morgan_fp_953,0
954,Morgan_fp_954,0
955,Morgan_fp_955,0
956,Morgan_fp_956,0
957,Morgan_fp_957,4
958,Morgan_fp_958,0
959,Morgan_fp_959,0
960,Morgan_fp_960,0
961,Morgan_fp_961,0
962,Morgan_fp_962,0
963,Morgan_fp_963,1
964,Morgan_fp_964,0
965,Morgan_fp_965,0
966,Morgan_fp_966,0
967,Morgan_fp_967,0
968,Morgan_fp_968,0
969,Morgan_fp_969,0
970,Morgan_fp_970,0
971,Morgan_fp_971,5
972,Morgan_fp_972,0
973,Morgan_fp_973,0
974,Morgan_fp_974,0
975,Morgan_fp_975,0
976,Morgan_fp_976,1
977,Morgan_fp_977,1
978,Morgan_fp_978,2
979,Morgan_fp_979,3
980,Morgan_fp_980,0
981,Morgan_fp_981,0
982,Morgan_fp_982,0
983,Morgan_fp_983,0
984,Morgan_fp_984,0
985,Morgan_fp_985,0
986,Morgan_fp_986,0
987,Morgan_fp_987,0
988,Morgan_fp_988,0
989,Morgan_fp_989,1
990,Morgan_fp_990,0
991,Morgan_fp_991,0
992,Morgan_fp_992,0
993,Morgan_fp_993,0
994,Morgan_fp_994,0
995,Morgan_fp_995,0
