,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.1796,0.3213,0.4238,0.5993,0.7760,0.7832,0.4574,0.4810,0.6763,0.3672,0.6815,0.7139
DecisionTreeRegressor,0.3336,0.4477,0.5776,0.2558,0.6100,0.6223,0.4535,0.4789,0.6735,0.3726,0.6589,0.6804
RandomForestRegressor,0.1695,0.3156,0.4117,0.6219,0.7888,0.7891,0.4537,0.4672,0.6736,0.3724,0.6982,0.7632
GradientBoostingRegressor,0.1925,0.3387,0.4387,0.5706,0.7619,0.7696,0.4351,0.4676,0.6596,0.3981,0.7037,0.7579
AdaBoostRegressor,0.1782,0.3278,0.4222,0.6024,0.7786,0.7821,0.4149,0.4638,0.6441,0.4260,0.7293,0.7474
XGBRegressor,0.2167,0.3611,0.4655,0.5166,0.7327,0.7518,0.4347,0.4651,0.6593,0.3987,0.6942,0.7481
ExtraTreesRegressor,0.1613,0.3015,0.4016,0.6402,0.8006,0.8075,0.4661,0.4727,0.6827,0.3551,0.6749,0.7489
LinearRegression,0.2164,0.3469,0.4652,0.5172,0.7291,0.7479,0.5144,0.5163,0.7172,0.2883,0.6338,0.6794
KNeighborsRegressor,0.1795,0.3145,0.4237,0.5996,0.7786,0.7848,0.5320,0.4635,0.7294,0.2640,0.5980,0.7080
SVR,0.1858,0.3139,0.4310,0.5855,0.7678,0.7759,0.5484,0.4944,0.7405,0.2414,0.6186,0.7080
MLPRegressor,2.1219,1.2258,1.4567,-3.7335,0.2783,0.2182,2.5447,1.3302,1.5952,-2.5204,0.2848,0.3646
