,Train MSE (5 fold cv),Train MAE (5 fold cv),Train RMSE (5 fold cv),Train R2 (5 fold cv),Train PCC (5 fold cv),Train SCC (5 fold cv),Test MSE,Test MAE,Test RMSE,Test R2,Test Pearson Correlation,Test Spearman Correlation
LGBMRegressor,0.1987,0.3243,0.4458,0.5567,0.7530,0.7906,0.4459,0.4316,0.6677,0.3832,0.6889,0.7824
DecisionTreeRegressor,0.3129,0.4013,0.5594,0.3020,0.6178,0.6328,0.3964,0.4544,0.6296,0.4516,0.7200,0.7151
RandomForestRegressor,0.1980,0.3312,0.4450,0.5583,0.7641,0.7923,0.4570,0.4541,0.6760,0.3677,0.7116,0.7957
GradientBoostingRegressor,0.2013,0.3182,0.4487,0.5509,0.7493,0.7808,0.3429,0.3916,0.5856,0.5256,0.7838,0.8393
AdaBoostRegressor,0.2070,0.3404,0.4550,0.5383,0.7429,0.7744,0.4642,0.4670,0.6813,0.3579,0.6922,0.7611
XGBRegressor,0.2459,0.3683,0.4959,0.4515,0.6777,0.7130,0.4076,0.4359,0.6384,0.4362,0.7417,0.7779
ExtraTreesRegressor,0.1714,0.3047,0.4140,0.6177,0.7972,0.8248,0.4311,0.4268,0.6566,0.4036,0.7169,0.7839
LinearRegression,6.6726,2.0579,2.5831,-13.8849,0.1800,0.1753,4.0516,1.6252,2.0129,-4.6051,0.0361,0.0598
KNeighborsRegressor,0.3046,0.3934,0.5519,0.3205,0.6161,0.6548,0.5622,0.4797,0.7498,0.2222,0.6474,0.7203
SVR,0.1982,0.3131,0.4452,0.5580,0.7555,0.7809,0.4577,0.4387,0.6765,0.3668,0.6874,0.7891
MLPRegressor,0.8233,0.6136,0.9074,-0.8366,0.3176,0.3594,0.6439,0.5930,0.8024,0.1092,0.6041,0.6431
